experiment_id,condition,n,mean_kill_rate,sd_kill_rate,mean_survival,sd_survival,mean_kills,mean_damage,mean_ammo_eff,mean_latency_p99
DOE-034,L0_memory,30,43.49077675849933,6.80200169693196,17.583809523809524,5.889236515232524,12.533333333333333,1253.3333333333333,0.0,0.0014903000000000008
DOE-034,L0_only,30,42.65305174417019,3.5637958349605707,14.72,5.335697106955286,10.333333333333334,1033.3333333333333,0.0,0.0004348666666666666
DOE-034,L0_strength,30,43.07153130252655,7.428230422008751,18.50190476190476,6.065217609394408,12.9,1290.0,0.0,0.0009584333333333337
DOE-034,full_agent,30,41.23958010373948,6.706927912368081,18.069523809523808,6.549750851645075,12.033333333333333,1203.3333333333333,0.0,0.0016903333333333343
DOE-034,random,30,40.349715151338685,7.387388067064545,18.866666666666667,6.166323985127716,12.4,1240.0,0.0,0.001034733333333334
DOE-035,ar_50,30,35.44338472619334,3.7492046638290226,44.673333333333325,11.542729559196712,26.566666666666666,2656.6666666666665,0.0,0.001095966666666667
DOE-035,attack_raw,30,39.3852754875466,1.9525255169605176,29.05619047619048,7.382134065054986,18.933333333333334,1893.3333333333333,0.0,0.0004543666666666667
DOE-035,burst_3,30,20.83814277456198,4.565752167264913,20.81809523809524,7.426871663561571,7.533333333333333,753.3333333333334,0.0,0.0009790000000000003
DOE-035,random_5,30,33.78504012409373,4.195553853002432,42.777142857142856,13.402182224863935,23.933333333333334,2393.3333333333335,0.0,0.0011194333333333336
DOE-035,survival_burst,30,33.92526914342823,3.6722164725139863,47.43809523809524,10.457585210524185,26.833333333333332,2683.3333333333335,0.0,0.0010513333333333338
DOE-036,ar_20,30,23.42175815428133,65.21953265940861,31.68190476190476,27.474165443755886,0.5333333333333333,53.333333333333336,0.12139751739939471,0.0011528666666666672
DOE-036,ar_40,30,21.782800923843244,64.67134299414519,31.458095238095236,26.329260869796563,0.5666666666666667,56.666666666666664,0.12377353781957363,0.0012293333333333338
DOE-036,ar_60,30,17.30780776000243,64.03078327140739,34.54952380952381,26.33428227058816,0.5,50.0,0.09396331881626001,0.0009263000000000002
DOE-036,ar_80,30,14.987412720388791,63.626680628215844,39.023809523809526,24.34723714999112,0.4666666666666667,46.666666666666664,0.08905687054880601,0.0009444333333333336
DOE-037,move_sk1,30,35.2246227525792,3.7877973662406,43.31428571428571,9.86184081664025,25.433333333333334,2543.3333333333335,0.0,0.0011070000000000006
DOE-037,move_sk5,30,64.19053832315474,9.317797788704036,6.094285714285713,1.796644773443625,6.566666666666666,656.6666666666666,0.0,0.0012432000000000005
DOE-037,stat_sk1,30,39.661346325580254,1.905905059682233,28.18857142857143,5.791865488852195,18.533333333333335,1853.3333333333333,0.0,0.0004652
DOE-037,stat_sk5,30,60.53689364989022,7.129342099988377,4.253333333333334,0.7924603661101928,4.3,430.0,0.0,0.0004556666666666668
DOE-038,sk1,50,35.484051425856016,4.155959560833913,43.803999999999995,8.815292853235025,25.82,2582.0,0.0,0.0011199800000000007
DOE-038,sk5,50,65.0537254592131,8.460804180497092,6.016571428571427,1.8221195396642678,6.52,652.0,0.0,0.001278360000000001
DOE-039,attack_raw,30,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0005127666666666666
DOE-039,random,30,3.2717391304347827,12.483427185891541,1.6533333333333335,0.1399172034918561,0.06666666666666667,6.666666666666667,0.0,0.0017291000000000006
DOE-040,sk1,50,35.140617854460885,4.405671192722638,42.39657142857144,10.866196378683217,24.76,2476.0,0.0,0.00277172
DOE-040,sk3,50,38.783085836688855,6.168275703379609,26.673714285714283,8.708209113006632,17.04,1704.0,0.0,0.0018358600000000008
DOE-040,sk5,50,62.49195647634488,8.130389619621528,6.185714285714286,2.1118751524948425,6.48,648.0,0.0,0.003350020000000001
DOE-041,attack_only,30,0.39076442045337223,1.5290844031120392,5.507619047619047,2.3515240789291783,0.06666666666666667,6.666666666666667,0.002948717948717949,0.0004764666666666667
DOE-041,forward_attack,30,1.8805794136050509,4.535990436395518,3.7219047619047627,1.355758865656515,0.16666666666666666,16.666666666666668,0.013897243107769424,0.0005307000000000002
DOE-041,random_7,30,4.320339030798237,6.671575238602568,6.662857142857143,4.7285224648842314,0.5,50.0,0.04908526658526658,0.001722233333333334
DOE-042,ar_50,30,39.67148972974962,4.740355732068689,26.16285714285714,9.786820332301433,17.033333333333335,1703.3333333333333,0.0,0.0012929666666666672
DOE-042,attack_raw,30,43.56589564772797,3.3907904994528386,14.769523809523811,4.724320910928329,10.6,1060.0,0.0,0.00043343333333333337
DOE-042,dodge_burst_3,30,39.78798767682567,4.948426765255027,28.16571428571429,12.417334595306455,18.2,1820.0,0.0,0.0012084333333333339
DOE-042,random_5,30,41.31308712174884,4.5494741229325015,28.21904761904762,9.546444366721847,19.1,1910.0,0.0,0.0016319000000000008
DOE-042,survival_burst,30,38.60981870723791,6.256244744608543,26.110476190476195,12.249615273990393,16.4,1640.0,0.0,0.0012860000000000005
DOE-043,adaptive_aggression_7,30,1.4973008810839554,4.692060534333425,3.5257142857142854,0.9971274717573203,0.1,10.0,0.01638888888888889,0.003191633333333334
DOE-043,burst_advance_7,30,4.35714118360484,8.411218900970248,3.4057142857142866,0.8973618382930997,0.3,30.0,0.15611111111111112,0.001831933333333334
DOE-043,forward_biased_7,30,3.1713878352155405,7.484967087309179,3.620952380952381,1.1227024131181425,0.2,20.0,0.02985042735042735,0.003227800000000001
DOE-043,random_7,30,4.364078378181953,6.135334269233806,6.337142857142859,4.582783926297441,0.4666666666666667,46.666666666666664,0.05182030932030933,0.0025166333333333343
DOE-043,strafe_dodge_7,30,1.6303195106481325,4.390132619028692,3.980952380952381,1.3290736554492364,0.13333333333333333,13.333333333333334,0.01765873015873016,0.003172266666666668
DOE-044,G01,20,44.71397044774326,8.129973563539199,16.978571428571428,4.318340722437158,12.5,1250.0,0.0,0.0011917
DOE-044,G02,20,45.29520687678445,5.962224296907658,24.694285714285716,8.489518906081381,18.25,1825.0,0.0,0.0011000500000000004
DOE-044,G03,20,48.40126863782718,6.143013717879382,16.95285714285714,5.37528477001489,13.55,1355.0,0.0,0.0016416500000000001
DOE-044,G04,20,41.29174698571232,5.4345462968443226,21.831428571428575,7.46837169167596,14.85,1485.0,0.0,0.0013354500000000004
DOE-044,G05,20,41.75273072295781,8.169876459455825,18.958571428571425,4.365379617531074,13.2,1320.0,0.0,0.0013436000000000003
DOE-044,G06,20,44.80828144755391,4.809401531285174,17.487142857142853,4.634318116386359,12.85,1285.0,0.0,0.0015063000000000001
